ARK;"Dénomination / Titre";Auteur;"Date de création";"Numéro d’inventaire";Collection
cl010065867;"L'Ange gardien";"Decaisne, Henri ; France";"1825 / 1850  (2e quart du XIXe siècle)";"INV 3759; LP 2333";"Département des Peintures"
cl010065868;"Noce juive dans le Maroc";"Delacroix, Eugène ; France";1839;"INV 3825; LP 4737";"Département des Peintures"
cl010065869;"Femmes d'Alger dans leur appartement";"Delacroix, Eugène ; France";1834;"INV 3824; LP 679";"Département des Peintures"
cl010065870;"Scènes des massacres de Scio. Familles grecques attendant la mort ou l'esclavage";"Delacroix, Eugène ; France";1824;"INV 3823; C 3";"Département des Peintures"
cl010065871;"Dante et Virgile, dit aussi La barque de Dante";"Delacroix, Eugène ; France";1822;"INV 3820; L 3837";"Département des Peintures"
cl010065872;"Le 28 juillet 1830. La Liberté guidant le peuple";"Delacroix, Eugène ; France";1830;"RF 129";"Département des Peintures"
cl010065873;"Édouard V, roi mineur d'Angleterre, et Richard, duc d'York, son frère puîné (1483), dit Les enfants d'Édouard";"Delaroche, Paul ; France";1830;"INV 3834; LP 15";"Département des Peintures"
cl010065874;"Naissance d'Henri IV(château de pau, 13 décembre 1553).";"Devéria, Eugène ; France";1827;"INV 4070; C 247";"Département des Peintures"
cl010065877;"Vue de Cazzafani, dans l'île de Chypre";"Forbin de, Auguste, Louis, Nicolas, Philippe ; France";"1825 / 1850  (2e quart du XIXe siècle)";"INV 4500; LP 510";"Département des Peintures"
cl010065878;"Vue intérieure du cloître de Santa Maria Novella à Florence";"Forbin de, Auguste, Louis, Nicolas, Philippe ; France";"1825 / 1850  (2e quart du XIXe siècle)";"INV 4493; C 262";"Département des Peintures"
cl010065879;"Paysage d'après des études faites en Italie et dans les Alpes";"Dunouy, Alexandre Hyacinthe ; France";1822;"INV 4294; L 3844";"Département des Peintures"
cl010065880;"Intérieur d'une cuisine";"Drölling, Martin ; France";1815;"INV 4097; L 3569";"Département des Peintures"
cl010065881;"Les bohémiens";"Diaz de la Pena, Narcisse ; France";1850;"RF 2315";"Département des Peintures"
cl010065882;"Intérieur de la basilique inférieure de Saint-François à Assise";"Granet, François Marius ; France";1823;"INV 5009; L 3826";"Département des Peintures"
cl010065883;"Rachat de prisonniers dans les prisons d'Alger";"Granet, François Marius ; France";1831;"INV 5002; LP 30";"Département des Peintures"
cl010065887;"Allégorie sur l'état de la France avant le retour d'Égypte";"Franque, Jean-Pierre ; France";"1800 / 1825  (1e quart du XIXe siècle)";"INV 4560; MR 1710";"Département des Peintures"
cl010065908;"Dispute de Trissotin et de Vadius";"Poterlet, Henri Hippolyte ; France";"1825 / 1850  (2e quart du XIXe siècle)";"INV 7269; LP 54";"Département des Peintures"
cl010065912;"Intérieur du cabinet de Monsieur Sauvageot";"Roberts, Arthur Henry ; France";1856;"MI 861";"Département des Peintures"
cl010065914;"Les Femmes souliotes";"Scheffer, Ary ; France";1827;"INV 7857; C 252";"Département des Peintures"
cl010065915;"Deux jeunes filles se baignent dans le lac de Nemi";"Schnetz, Jean Victor ; France";"1800 / 1825  (1e quart du XIXe siècle)";"INV 7901; LP 61";"Département des Peintures"
cl010065916;"Le Christ au désert servi par les anges";"Le Brun, Charles ; France";"vers 1653";"INV 2882; MR 1932";"Département des Peintures"
cl010065917;"L'empereur Théodose reçoit son pardon de saint Ambroise, archevêque de Milan";"Subleyras, Pierre ; France";"vers 1745";"INV 8005; MR 2483";"Département des Peintures"
cl010065921;"La Charité";"Diaz de la Pena, Narcisse ; France";"1800 / 1900  (XIXe siècle)";"RF 1411";"Département des Peintures"
cl010065922;"Chiens de chasse au repos.";"Decamps, Alexandre-Gabriel ; France";1839;"RF 1379";"Département des Peintures"
cl010065923;"Le petit troupeau";"Troyon, Constant ; France";"1825 / 1850  (2e quart du XIXe siècle)";"RF 1461";"Département des Peintures"
cl010065924;"La route de Sin-le-Noble, près de Douai.";"Corot, Jean-Baptiste Camille ; France";1873;"RF 1359";"Département des Peintures"
cl010065925;"La Tamise à Erith.";"Daubigny, Charles-François ; France";1866;"RF 1365";"Département des Peintures"
cl010065930;"Portrait de femme";"Anonyme ; France";"1775 / 1825  (Fin du XVIIIe siècle - début du XIXè siècle)";"MI 1113";"Département des Peintures"
cl010065931;Paysage;"Gellée, Claude ; France";1639;"MI 1065";"Département des Peintures"
cl010065932;"Portrait de Louis Richard de La Bretèche en costume de fantaisie, dit autrefois : La Musique.Portrait de M.de la Bretèche,frère de l'abbé de Saint-Non.";"Fragonard, Jean-Honoré ; France";1769;"MI 1058";"Département des Peintures"
cl010065934;"La Table d'office, dit aussi Les Débris d'un déjeuner.";"Chardin, Jean Baptiste Siméon ; France";"vers 1763";"MI 1040";"Département des Peintures"
cl010065935;"La Cible d'Amour.";"Boucher, François ; France";1758;"INV 2715; MR 1219";"Département des Peintures"
cl010065936;"Vénus sur les eaux.";"Boucher, François ; France";"1770 / 1800  (3e tiers du XVIIIe siècle)";"INV 2731; B 422";"Département des Peintures"
cl010065937;"La Galerie d'Apollon au Musée du Louvre.";"Castelnau, Pierre de ; France";1872;"INV 20020";"Département des Peintures"
cl010065938;"La Raie";"Chardin, Jean Baptiste Siméon ; France";1728;"INV 3197; MR 1323";"Département des Peintures"
cl010065939;"Les Attributs de la musique.";"Chardin, Jean Baptiste Siméon ; France";1765;"INV 3200; B 497";"Département des Peintures"
cl010065940;"Vénus, Bacchus et Cérès";"Boullogne, Bon ; France";1700;"INV 8608; B 1302; L41.591; R 229";"Département des Peintures"
cl010065941;"Plafond : L'Homme formé par Prométhée et animé par Minerve.";"Berthélemy, Jean-Simon ; France";1802;"INV 20043; C 132";"Département des Peintures"
cl010065942;"La Guerre";"Blondel, Merry-Joseph ; France";"1800 / 1825  (1e quart du XIXe siècle)";"INV 2626 bis; L 3822";"Département des Peintures"
cl010065943;"Jésus Christ chez Marthe et Marie";"Jouvenet, Jean ; France";"vers 1688";"INV 5483; MR 1864";"Département des Peintures"
cl010065944;"L'Adoration des bergers";"Le Brun, Charles ; France";1689;"INV 2878; MR 1924";"Département des Peintures"
cl010065945;"L'Amour ordonne à Mercure d'annoncer son pouvoir à l'univers";"Le Sueur, Eustache ; France";"1645 / 1647  (2e quart du XVIIe siècle)";"INV 8054; MR 2058";"Département des Peintures"
cl010065946;"Saint Bruno révèle en songe au comte Roger une conspiration contre ui";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8044; MR 2029";"Département des Peintures"
cl010065947;"L'assemblée des dieux";"Matout, Louis ; France";1868;"INV 20109";"Département des Peintures"
cl010065948;"La Terre";"Mauzaisse, Jean Baptiste ; France";"1825 / 1850  (2e quart du XIXe siècle)";"INV 6548; C 300";"Département des Peintures"
cl010065950;"Portique avec fleurs et fruits";"Codazzi, Niccolo ; Houasse, René-Antoine ; France";"1681 / 1682  (4e quart du XVIIe siècle)";"INV 8971; B 1322";"Département des Peintures"
cl010065951;"Charles X distribuant des récompenses aux artistes exposants du salon de 1824 au Louvre, le 15 Janvier 1825.";"Heim, François-Joseph ; France";1827;"INV 5313; C 245";"Département des Peintures"
cl010065952;"La Cage";"Lancret, Nicolas ; France";1738;"MI 1075";"Département des Peintures"
cl010065954;"Filippo Mazzeï (1730-1816), homme politique, agent du roi de Pologne Stanislas-Auguste Poniatowski à Paris; dit autrefois: Portrait de J.-S.Bailly, puis: Portrait d'A.B.F. Le Goarre de Kervélégan.";"David, Jacques-Louis ; France";"1775 / 1800  (4e quart du XVIIIe siècle)";"MI 1050";"Département des Peintures"
cl010065955;L'Indifférent;"Watteau, Jean-Antoine ; France";1716;"MI 1122";"Département des Peintures"
cl010065961;"Le départ du convoi, dit aussi : Paysage avec figures et animaux";"Duplessi-Bertaux, Jean ; France";1822;"RF 1970 45";"Département des Peintures"
cl010065962;"La comtesse Regnault de Saint-Jean-d'Angély, née Laure de Bonneuil (1775-1857).";"Gérard, François ; France";1798;"RF 239";"Département des Peintures"
cl010065963;"Jeunes femmes assises";"Devéria, Eugène ; France";1827;"RF 1961 15";"Département des Peintures"
cl010065964;"Chien gardant du gibier auprès d'un buisson de roses.";"Desportes, Alexandre-François ; France";1724;"RF 2177";"Département des Peintures"
cl010065976;"Gabrielle Arnault enfant (1811-1872), fille de l'écrivain Antoine Vincent Arnault, plusn tard Mme Donat d'Ariès.";"Boilly, Louis Léopold ; France";1803;"RF 1950";"Département des Peintures"
cl010065980;"Madame Lejean et ses filles";"Laurent, Jean-Antoine ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 879";"Département des Peintures"
cl010065981;"Édouard François Bertin, enfant (1797-1871).";"Greuze, Jean-Baptiste ; France";"vers 1801";"RF 2188";"Département des Peintures"
cl010065982;"Les ombres de Francesca da Rimini et de Paolo Malatesta apparaissent à Dante et à Virgile";"Scheffer, Ary ; France";1855;"RF 1217";"Département des Peintures"
cl010065983;"Projet d'aménagement de la Grande Galerie du Louvre";"Robert, Hubert ; France";"1785 / 1790  (4e quart du XVIIIe siècle)";"RF 1952 15";"Département des Peintures"
cl010065984;"Zéphire et Flore. Projet de plafond";"Pierre, Jean-Baptiste-Marie ; France";"1700 / 1800  (XVIIIe siècle)";"RF 2385";"Département des Peintures"
cl010065990;"Un bain au sérail.";"Chassériau, Théodore ; France";1849;"RF 3885";"Département des Peintures"
cl010065992;"Halte de spahis auprès d'une source. Esquisse.";"Chassériau, Théodore ; France";1850;"RF 3894";"Département des Peintures"
cl010065993;"Le coup de vent.";"Corot, Jean-Baptiste Camille ; France";"1850 / 1875  (3e quart du XIXe siècle)";"RF 2038";"Département des Peintures"
cl010066005;"Portrait présumé de Madame Boyer-Fonfrède et de son fils Henri.";"Vincent, François-André ; France";1796;"RF 1938 73";"Département des Peintures"
cl010066015;"Gibier mort, légumes, fruits et deux chiens";"Desportes, Alexandre-François ; France";1712;"INV 3937; MR 1468";"Département des Peintures"
cl010066016;"Le Christ en Croix";"Dorigny, Michel ; France";"1648 / 1650  (2e quart du XVIIe siècle)";"INV 8495; MR 2708";"Département des Peintures"
cl010066017;"Deux sphinx";"Prud'hon, Pierre-Paul ; France";"1796 / 1799  (Fin du XVIIIe siècle)";"RF 1983 23";"Département des Peintures"
cl010066022;"Benoît Loÿs (v. 1730-1780)";"Van Loo, Louis-Michel ; France";1769;"RF 2184";"Département des Peintures"
cl010066023;"Deux anges adorant le Sacré-Coeur";"Anonyme ; France";"1800 / 1900  (XIXe siècle)";"INV 20827";"Département des Peintures"
cl010066027;"Aigles et trophée";"Anonyme ; France";"1644 / 1654  (XVIIe siècle)";"RF 1975 44 B1";"Département des Peintures"
cl010066028;"Panorama des ruines de Suse (côté nord)";"Bondoux, Jules-Georges ; France";"1902 / 1903  (Début du XXe siècle)";"RF 3673";"Département des Peintures"
cl010066029;"Vierge à l'Enfant";"La Hyre, Laurent de ; France";"vers 1630";"RF 1990 6";"Département des Peintures"
cl010066030;"Vue du Tibre depuis l'Acqua Acetosa. Rome";"Lanoue, Félix Hippolyte ; France";"1800 / 1900  (XIXe siècle)";"RF 99; RF 386";"Département des Peintures"
cl010066031;"La plaine de Satory à Versailles";"Lambinet, Émile ; France";"1800 / 1900  (XIXe siècle)";"INV 5578; MN 71";"Département des Peintures"
cl010066032;"Vue de la salle de Septime Sévère prise de la salle de la Paix au Louvre";"Tissot, James Jacques Joseph ; France";"1850 / 1900  (2e moitié du XIXe siècle)";"RF 1990 21";"Département des Peintures"
cl010066033;"La messe pendant la moisson dans la campagne de Rome";"Odier, Édouard Alexandre ; France";1844;"INV 6997; LP 5950";"Département des Peintures"
cl010066035;Paysage;"Anonyme ; France";1674;"INV 8795 D";"Département des Peintures"
cl010066036;"Le Triomphe de Mars (un des quatre fragments)";"Coypel, Noël ; France";"1684 / 1690  (XVIIe siècle)";"INV 3484 D; B 1725";"Département des Peintures"
cl010066039;"Les Actes des Apôtres. La Guérison des malades";"Santi, Raffaello, dit Raphaël ; France";"1600 / 1700  (XVIIe siècle)";"INV 20783";"Département des Peintures"
cl010066043;Mnémosyne;"Prud'hon, Pierre-Paul ; France";"1796 / 1799  (Fin du XVIIIe siècle)";"RF 1983 11";"Département des Peintures"
cl010066044;"Agar dans le désert";"Natoire, Charles-Joseph ; France";1732;"INV 6845; B 871";"Département des Peintures"
cl010066046;"La Chevrière";"Anonyme ; France";"1850 / 1875  (3e quart du XIXe siècle)";"MNR 581";"Département des Peintures"
cl010066047;"Dagobert Ier (604-638)";"Anonyme ; France";"1800 / 1900  (XIXe siècle)";"INV 20476; L41.284; R 122";"Département des Peintures"
cl010066050;"Petite fille à l'oiseau";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 20409";"Département des Peintures"
cl010066051;"Jean II, dit le Bon (1319-1364)";"Anonyme ; France";"1800 / 1900  (XIXe siècle)";"INV 20509; L41.337; R 63";"Département des Peintures"
cl010066052;"Charles V, dit le Sage (1337-1380)";"Anonyme ; France";"1800 / 1900  (XIXe siècle)";"INV 20510; L41.329; R 59";"Département des Peintures"
cl010066053;"Louis II, dit le Bègue (846-879)";"Anonyme ; France";"1800 / 1900  (XIXe siècle)";"INV 20486; L41.341; R 54";"Département des Peintures"
cl010066056;"Pierre-Paul Riquet (1604-1680), ingénieur, constructeur du Canal du Midi.";"Bouchot, François ; France";1842;"INV 20762";"Département des Peintures"
cl010066062;"Énée et ses compagnons combattant les Harpies";"Perrier, François ; France";"1645 / 1646  (2e quart du XVIIe siècle)";"INV 7160; MR 2288";"Département des Peintures"
cl010066063;"La Naissance de la Vierge ?";"Anonyme ; France";"1500 / 1550  (1e moitié du XVIe siècle)";"RF 1014";"Département des Peintures"
cl010066064;"Église de village";"Anonyme ; France";"1640 / 1650  (Milieu du XVIIe siècle)";"DL 1970 22";"Département des Peintures"
cl010066066;Bosquet;"Anonyme ; France";"1850 / 1875  (3e quart du XIXe siècle)";"INV 20412";"Département des Peintures"
cl010066067;"La bataille de Constantin contre Maxence";"Le Brun, Charles ; France";"1662 / 1666  (XVIIe siècle)";"INV 633; B 713";"Département des Peintures"
cl010066076;Mercure;"Latil, François Vincent Mathieu ; France";"1800 / 1900  (XIXe siècle)";"INV 5716; C 60";"Département des Peintures"
cl010066078;"Une après-dînée au XVIIIème siècle";"Couder, Jean Alexandre ; France";"1800 / 1900  (XIXe siècle)";"RF 1986 8";"Département des Peintures"
cl010066080;"Louis-Charles Maigret (m.1840)";"Drölling, Martin ; France";"1800 / 1900  (XIXe siècle)";"RF 1945 6";"Département des Peintures"
cl010066081;"Mare à l'orée d'une forêt, dit aussi Forêt de Fontainebleau";"Diaz de la Pena, Narcisse ; France";"1800 / 1900  (XIXe siècle)";"MNR 866";"Département des Peintures"
cl010066083;"Mme Hippolyte Flandrin, née Aimée Ancelot.";"Flandrin, Hippolyte ; France";1846;"RF 1984 29";"Département des Peintures"
cl010066085;"L'Aurore et la Nuit";"Champaigne, Jean-Baptiste de ; France";"1666 / 1669  (3e quart du XVIIe siècle)";"RF 1986 62";"Département des Peintures"
cl010066087;"Sainte Geneviève";"Cornu, Sébastien ; France";1864;"INV 20571";"Département des Peintures"
cl010066093;"Vue de la ville de Luxembourg du côté des bains de Mansfeld";"Van der Meulen, Adam Frans ; France";"1685 / 1686  (4e quart du XVIIe siècle)";"INV 1507; MR 850";"Département des Peintures"
cl010066095;"La Ville et la rade de Toulon";"Vernet, Claude-Joseph ; France";1756;"INV 8297; MR 2611";"Département des Peintures"
cl010066097;"Hercule terrassant un lion";"Anonyme ; France";1802;"INV 8635; B 1483";"Département des Peintures"
cl010066102;"Diane de France, duchesse d'Angoulême (1538-1619), fille naturelle et légitimée de Henri II, roi de France.";"Clouet, François ; France";1568;"INV 3271; B 2424";"Département des Peintures"
cl010066103;"Combat de Minerve contre Mars.";"David, Jacques-Louis ; France";1771;"INV 3695; MR 1441";"Département des Peintures"
cl010066111;"Saint Jean baptisant le peuple";"Poussin, Nicolas ; France";"1635 / 1637  (2e quart du XVIIe siècle)";"INV 7287; MR 2319";"Département des Peintures"
cl010066112;"Le Triomphe d'Amphitrite";"Taraval, Hugues ; France";1777;"INV 8088; MR 2502";"Département des Peintures"
cl010066113;L'Hiver;"Poussin, Nicolas ; France";"1660 / 1664  (3e quart du XVIIe siècle)";"INV 7306; MR 2336";"Département des Peintures"
cl010066114;"L'Evanouissement d'Esther";"Restout, Jean II ; France";1763;"INV 8552; B 1375";"Département des Peintures"
cl010066115;"Louis XIV (1638-1715), roi de France";"Rigaud, Hyacinthe ; France";1701;"INV 7492; MR 2391";"Département des Peintures"
cl010066118;"Lapin mort et attirail de chasse";"Chardin, Jean Baptiste Siméon ; France";"1728 / 1729  (2e quart du XVIIIe siècle)";"INV 3203; MN 83";"Département des Peintures"
